Dataset,Source_Attack,Unseen_Attack,Fold,RF_Precision,RF_Recall,RF_F1,RF_Specificity,AE_Precision,AE_Recall,AE_F1,AE_Specificity,Ensemble_Precision,Ensemble_Recall,Ensemble_F1,Ensemble_Specificity,RF_Weight,AE_Weight,Decision_Threshold
Kitsune,Reconnaissance,Man_in_the_Middle,8,1.0,0.9963099815499078,0.998151580423784,1.0,0.5652228186243915,0.022640113200566,0.043536368443824816,0.9825851741482585,1.0,0.9723648618243091,0.9859888306111222,1.0,0.8,0.19999999999999996,0.5
Kitsune,Reconnaissance,DoS_DDOS,8,1.0,0.9892999464997325,0.9946211965072965,1.0,0.9761864064925031,0.7138935694678473,0.8246866516490499,0.9825851741482585,1.0,0.9908149540747704,0.9953862884612004,1.0,0.8,0.19999999999999996,0.5
Kitsune,Reconnaissance,Botnet,8,1.0,0.79444,0.8854461559037917,1.0,0.47163228155339804,0.015545,0.030097970879801733,0.9825851741482585,1.0,0.7229,0.8391665215624818,1.0,0.8,0.19999999999999996,0.5
Kitsune,Man_in_the_Middle,Reconnaissance,8,0.9999883876886275,0.861145,0.9253877296624945,0.999990000099999,0.11315209404849376,0.00231,0.004527569665283243,0.9818951810481895,0.9999611426287567,0.900695,0.9477358699026164,0.9999650003499965,1.0,0.0,0.4
Kitsune,Man_in_the_Middle,DoS_DDOS,8,0.9999898981735897,0.9899149495747479,0.9949269189890021,0.999990000099999,0.9755992371813447,0.7238836194180971,0.8311002422530683,0.9818951810481895,0.9999647324959821,0.9923849619248096,0.9961604288274,0.9999650003499965,1.0,0.0,0.4
Kitsune,Man_in_the_Middle,Botnet,8,0.9999882212288792,0.848975,0.9183146428986715,0.999990000099999,0.5262331545204763,0.02011,0.03873956743063816,0.9818951810481895,0.9999634283325932,0.95699,0.9780048798559038,0.9999650003499965,1.0,0.0,0.4
Kitsune,DoS_DDOS,Reconnaissance,8,1.0,0.97028,0.9849158495239255,1.0,0.12370853724850463,0.002275,0.004467836487003996,0.9838851611483885,1.0,0.987785,0.9938549692245389,1.0,1.0,0.0,0.4
Kitsune,DoS_DDOS,Man_in_the_Middle,8,1.0,0.858479292396462,0.9238513400808192,1.0,0.5172258837627322,0.01726508632543163,0.033414781662029755,0.9838851611483885,1.0,0.9976549882749414,0.9988261177536549,1.0,1.0,0.0,0.4
Kitsune,DoS_DDOS,Botnet,8,1.0,0.12698,0.22534561394168487,1.0,0.5750823994726434,0.02181,0.04202615795939013,0.9838851611483885,1.0,0.816505,0.8989845885367781,1.0,1.0,0.0,0.4
Kitsune,Botnet,Reconnaissance,8,0.9999377954715103,0.16075,0.2769737068816982,0.999990000099999,0.11494252873563218,0.0022,0.0043173656219950155,0.983060169398306,0.9999067657022096,0.16087,0.27715062215464925,0.9999850001499985,1.0,0.0,0.4
Kitsune,Botnet,Man_in_the_Middle,8,0.9924812030075187,0.0013200066000330002,0.00263650662871695,0.999990000099999,0.48783068783068784,0.01613508067540338,0.0312369926529664,0.983060169398306,0.9898648648648649,0.0014650073250366252,0.002925684615192591,0.9999850001499985,1.0,0.0,0.4
Kitsune,Botnet,DoS_DDOS,8,0.9999839197272786,0.6218731093655469,0.7668531791907515,0.999990000099999,0.9773458238885211,0.7308286541432707,0.8362990341923376,0.983060169398306,0.9999800155878414,0.7505737528687644,0.8575100823726993,0.9999850001499985,1.0,0.0,0.4
